"Text","Difficulty","","","","","","","","","","","","","","","","","","","","",""
"Il a dit qu'il irait se laver les dents dès qu'il aurait fini de manger","B2","","","","","","","","","","","","","","","","","","","","",""
"S’il avait fait plus chaud, nous nous serions baignés dans le lac d'eau douce près de la maison.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez eu plus de jours de congé payés, vous seriez partis en voyage pour faire un pélerinage.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si j’avais eu plus de temps, je t’aurais écrit plus souvent.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si nous avions eu de l’argent, nous aurions pris l’avion.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si je n’avais pas eu mal au dos, je ne serais pas allé chez la massothérapeute.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si l’épicerie avait été ouverte, nous aurions acheté du lait.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si ce roman avait été intéressant, je l’aurais terminé.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu avais eu son adresse, tu aurais pu lui rendre visite.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si je n’avais pas été habillé chaudement, j’aurais eu froid.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez préparé un repas, j’aurais mangé un peu.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si elle avait été sérieuse, elle aurait réussi dans la vie.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous étiez arrivés à l’heure, vous auriez vu le début du film.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu avais eu dix-huit ans, tu aurais pu acheter de la bière.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si le député avait respecté les électeurs, il aurait démissionné.","B2","","","","","","","","","","","","","","","","","","","","",""
"En arrivant, il serait bon que tu nourrisses le chien et que tu changes l’eau.","B2","","","","","","","","","","","","","","","","","","","","",""
"Puis, j’aimerais que tu regardes s’il y a des messages téléphoniques.","B2","","","","","","","","","","","","","","","","","","","","",""
"Il serait bon que tu attendes le facteur pour que les voisins ne se plaignent pas.","B2","","","","","","","","","","","","","","","","","","","","",""
"Chaque matin, il faudra que tu ailles à l’épicerie et que tu te souviennes d’apporter la clé.","B2","","","","","","","","","","","","","","","","","","","","",""
"Il est peu probable que tu doives souvent arroser les plantes.","B2","","","","","","","","","","","","","","","","","","","","",""
"Je suis content que tu veuilles t’occuper de la maison pendant mon absence.","B2","","","","","","","","","","","","","","","","","","","","",""
"Avec un peu plus d’étude, j’aurais réussi l’examen.","B2","","","","","","","","","","","","","","","","","","","","",""
"Sans tes petites notes, tu aurais oublié les courses à faire.","B2","","","","","","","","","","","","","","","","","","","","",""
"Est-ce que vous n’auriez pas trouvé un téléphone cellulaire ?","B2","","","","","","","","","","","","","","","","","","","","",""
"Elle aurait dû arriver il y a des heures.","B2","","","","","","","","","","","","","","","","","","","","",""
"Sans cette pluie qui ne cesse de tomber, nous nous serions amusés.","B2","","","","","","","","","","","","","","","","","","","","",""
"Je serais allé avec vous, si vous me l’aviez proposé.","B2","","","","","","","","","","","","","","","","","","","","",""
"Sans cet accident, je me serais souvenue du nom de mes amis.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez frappé, je vous aurais ouvert la porte.","B2","","","","","","","","","","","","","","","","","","","","",""
"En allant à la campagne, nous aurions cueilli des petits fruits.","B2","","","","","","","","","","","","","","","","","","","","",""
"Je me serais servi une assiette de fromages, si j’avais eu faim.","B2","","","","","","","","","","","","","","","","","","","","",""
"Sans son manteau et ses gants, ils seraient morts de froid.","B2","","","","","","","","","","","","","","","","","","","","",""
"Sans votre soutien, elle aurait suivi un tout autre chemin dans la vie.","B2","","","","","","","","","","","","","","","","","","","","",""
"Les étudiantes se seraient assises sur un banc en vous attendant.","B2","","","","","","","","","","","","","","","","","","","","",""
"Ils auraient bu de la bière, s’ils étaient venus à notre soirée.","B2","","","","","","","","","","","","","","","","","","","","",""
"J’aurais cru que la vérité sur cette histoire était bien différente","B2","","","","","","","","","","","","","","","","","","","","",""
"Le serveur aurait dû nous offrir un verre d’eau ! J’ai soif !","B2","","","","","","","","","","","","","","","","","","","","",""
"Pour gagner à la loterie, il aurait fallu que tu achètes un billet.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu m’avais expliqué la situation, j’aurais su quoi dire au professeur.","B2","","","","","","","","","","","","","","","","","","","","",""
"Par chance que nous ne sommes pas allés en Floride, il aurait plu tout le temps.","B2","","","","","","","","","","","","","","","","","","","","",""
"En d’autres circonstances, ma mère aurait reçu toute notre famille.","B2","","","","","","","","","","","","","","","","","","","","",""
"Les garçons, vous auriez déçu vos parents, si vous aviez échoué.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu n’avais pas travaillé, tu aurais eu plus de temps pour te reposer.","B2","","","","","","","","","","","","","","","","","","","","",""
"Tu aurais pu au moins dire «bonjour» à nos voisins !","B2","","","","","","","","","","","","","","","","","","","","",""
"S’il avait fait beau, nous nous serions promenés dans le parc.","B2","","","","","","","","","","","","","","","","","","","","",""
"J’aurais espéré que notre relation évolue différemment.","B2","","","","","","","","","","","","","","","","","","","","",""
"En cas de crise, ils auraient appelé l’ambulance ou la police.","B2","","","","","","","","","","","","","","","","","","","","",""
"Les filles seraient venues au cinéma avec nous, si nous leur en avions parlé.","B2","","","","","","","","","","","","","","","","","","","","",""
"Le directeur aurait donné de nouvelles consignes au personnel.","B2","","","","","","","","","","","","","","","","","","","","",""
"Mes voisins auraient recueilli un beau petit chat abandonné.","B2","","","","","","","","","","","","","","","","","","","","",""
"Cet accusé se serait défendu avec l’énergie du condamné.","B2","","","","","","","","","","","","","","","","","","","","",""
"Ils auraient vu plusieurs versions de ce film.","B2","","","","","","","","","","","","","","","","","","","","",""
"Cette actrice américaine aurait disparu de chez elle hier.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si le député avait respecté les électeurs, il aurait démissionné.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu avais eu dix-huit ans, tu aurais pu acheter de la bière.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous étiez arrivés à l’heure, vous auriez vu le début du film.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si elle avait été sérieuse, elle aurait réussi dans la vie.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez préparé un repas, j’aurais mangé un peu.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si je n’avais pas été habillé chaudement, j’aurais eu froid.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si tu avais eu son adresse, tu aurais pu lui rendre visite.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si ce roman avait été intéressant, je l’aurais terminé.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si l’épicerie avait été ouverte, nous aurions acheté du lait.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez cherché ces dossiers, vous les auriez trouvés.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si nous avions eu de l’argent, nous aurions pris l’avion.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si j’avais eu plus de temps, je t’aurais écrit plus souvent.","B2","","","","","","","","","","","","","","","","","","","","",""
"Si vous aviez eu plus de jours de congé, vous seriez partis en voyage.","B2","","","","","","","","","","","","","","","","","","","","",""
"S’il avait fait plus chaud, nous nous serions baignés dans le lac.","B2","","","","","","","","","","","","","","","","","","","","",""
"Ces aventuriers sont des têtes brûlées.","C1","","","","","","","","","","","","","","","","","","","","",""
